Data de Cancelamento,Nome da Academia,Justificativa do Cancelamento
2024-03-26,Avengers,Mudança de cidade
2024-04-02,Avengers,Problemas financeiros
2024-04-04,Avengers,Mudança de cidade
2024-04-05,Avengers,Falta de interesse
2024-04-07,Avengers,Mudança de cidade
2024-04-08,Avengers,Problemas financeiros
2024-04-09,Avengers,Falta de interesse
2024-04-12,Avengers,Falta de interesse
2024-04-15,Avengers,Mudança de cidade
2024-04-15,Avengers,Falta de interesse
2024-04-16,Avengers,Problemas financeiros
2024-04-19,Avengers,Falta de interesse
2024-04-25,Avengers,Mudança de cidade
2024-04-26,Avengers,Falta de interesse
2024-04-27,Avengers,Mudança de cidade
2024-05-06,Avengers,Mudança de cidade
2024-05-07,Avengers,Problemas financeiros
2024-05-14,Avengers,Problemas financeiros
2024-05-16,Avengers,Problemas financeiros
2024-05-17,Avengers,Problemas financeiros
2024-05-18,Avengers,Falta de interesse
2024-05-18,Avengers,Problemas financeiros
2024-05-19,Avengers,Problemas financeiros
2024-05-20,Avengers,Mudança de cidade
2024-05-24,Avengers,Falta de interesse
2024-05-25,Avengers,Mudança de cidade
2024-05-26,Avengers,Mudança de cidade
2024-05-26,Avengers,Falta de interesse
2024-06-02,Avengers,Falta de interesse
2024-06-03,Avengers,Mudança de cidade
2024-06-05,Avengers,Problemas financeiros
2024-06-07,Avengers,Problemas financeiros
2024-06-08,Avengers,Falta de interesse
2024-06-09,Avengers,Problemas financeiros
2024-06-10,Avengers,Problemas financeiros
2024-06-26,Avengers,Falta de interesse
2024-06-27,Avengers,Problemas financeiros
2024-06-29,Avengers,Mudança de cidade
2024-06-29,Avengers,Mudança de cidade
2024-06-30,Avengers,Mudança de cidade
2024-06-30,Avengers,Mudança de cidade
